,track_artist,track_popularity,track_album_release_date,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity_label,release_date_label
14449,The Black Keys,72.0,2011-12-06,rock,permanent wave,0.356,0.872,2.0,-7.837,1.0,0.068,0.00417,0.00975,0.0997,0.607,166.3,193653.0,High,2010-2015
14450,David Bowie,74.0,1974-05-24,rock,permanent wave,0.635,0.686,9.0,-15.648,1.0,0.053,0.209,0.0176,0.282,0.464,125.988,274747.0,High,1970-1980
14451,Arctic Monkeys,58.0,2011-06-06,rock,permanent wave,0.443,0.865,4.0,-4.547,1.0,0.0391,0.00724,0.000116,0.468,0.474,110.008,203880.0,Medium,2010-2015
14452,Queen,55.0,2018-10-19,rock,permanent wave,0.466,0.698,8.0,-6.967,1.0,0.0629,0.164,0.0,0.127,0.349,109.772,295733.0,Medium,2015-2020
14453,David Bowie,73.0,1972-06-06,rock,permanent wave,0.486,0.45,5.0,-10.298,1.0,0.0267,0.166,2.06e-06,0.54,0.55,100.456,254293.0,High,1970-1980
14454,Fleetwood Mac,47.0,1975-07-11,rock,permanent wave,0.728,0.598,9.0,-10.251,0.0,0.0284,0.224,0.142,0.0988,0.797,129.516,250360.0,Medium,1970-1980
14455,Blondie,48.0,1978-02-01,rock,permanent wave,0.749,0.512,1.0,-9.595,0.0,0.0466,0.0488,6.84e-05,0.111,0.499,98.691,238973.0,Medium,1970-1980
14456,George Harrison,75.0,1970-11-27,rock,permanent wave,0.537,0.701,1.0,-8.913,0.0,0.0335,0.0972,0.0,0.0832,0.583,120.92,281227.0,High,1970-1980
14458,The Smiths,52.0,1987,rock,permanent wave,0.608,0.73,6.0,-8.698,0.0,0.0291,0.0266,0.0,0.0565,0.614,120.601,218440.0,Medium,1980-1990
14459,Elton John,66.0,1973-10-05,rock,permanent wave,0.665,0.673,0.0,-7.95,1.0,0.0493,0.259,7.62e-06,0.497,0.779,132.642,322549.0,Medium,1970-1980
14460,The Smiths,61.0,1987,rock,permanent wave,0.609,0.759,6.0,-4.862,1.0,0.0276,0.028,0.0,0.183,0.774,114.045,215760.0,Medium,1980-1990
14461,The Blue Jean Committee,37.0,2015-11-20,rock,permanent wave,0.748,0.571,7.0,-9.201,1.0,0.047,0.228,0.00267,0.152,0.42,119.962,135693.0,Low,2015-2020
14462,The Cure,53.0,1985-08-26,rock,permanent wave,0.541,0.83,9.0,-6.246,1.0,0.0316,0.109,0.701,0.167,0.711,142.592,177987.0,Medium,1980-1990
14463,The Who,11.0,1971-08-14,rock,permanent wave,0.394,0.644,5.0,-10.996,1.0,0.0367,0.244,0.198,0.328,0.182,117.152,301560.0,Low,1970-1980
14464,The Kinks,57.0,1970-11-27,rock,permanent wave,0.468,0.839,9.0,-7.39,1.0,0.0365,0.459,0.461,0.151,0.935,151.842,242027.0,Medium,1970-1980
14465,The Kinks,66.0,1967-09-15,rock,permanent wave,0.512,0.69,1.0,-6.969,0.0,0.0249,0.162,0.0,0.167,0.417,107.839,194216.0,Medium,<1970
14466,The Kinks,69.0,1964-10-02,rock,permanent wave,0.551,0.86,7.0,-7.839,1.0,0.0796,0.262,4.57e-06,0.0558,0.723,136.921,141507.0,Medium,<1970
14467,George Harrison,58.0,1970-11-27,rock,permanent wave,0.513,0.569,9.0,-8.278,1.0,0.029,0.468,0.00134,0.111,0.441,122.676,226867.0,Medium,1970-1980
14468,Yusuf / Cat Stevens,23.0,1975-01-01,rock,permanent wave,0.688,0.686,9.0,-8.64,1.0,0.0743,0.458,7.24e-05,0.2,0.757,150.14,215840.0,Low,1970-1980
14469,The Undertones,45.0,1979-05-13,rock,permanent wave,0.415,0.782,2.0,-6.745,1.0,0.0461,0.0011,0.0,0.14,0.564,135.029,148480.0,Medium,1970-1980
14470,Duran Duran,33.0,1982-05-10,rock,permanent wave,0.541,0.919,2.0,-6.282,1.0,0.0684,0.0475,1.17e-05,0.0846,0.64,140.114,340760.0,Low,1980-1990
14471,The Jam,25.0,1979-11-17,rock,permanent wave,0.526,0.665,2.0,-8.464,1.0,0.0352,0.0183,2.74e-05,0.093,0.963,137.178,170400.0,Low,1970-1980
14472,The Clash,45.0,1978,rock,permanent wave,0.517,0.858,7.0,-6.03,1.0,0.0671,0.115,0.000244,0.121,0.67,150.644,220587.0,Medium,1970-1980
14473,The Who,3.0,2014-01-01,rock,permanent wave,0.375,0.897,2.0,-7.551,1.0,0.0484,0.0479,0.0,0.0612,0.712,135.553,228626.0,Low,2010-2015
14475,U2,59.0,1984-10-01,rock,permanent wave,0.458,0.843,4.0,-7.201,1.0,0.0316,0.00135,0.000296,0.778,0.713,105.701,228427.0,Medium,1980-1990
14476,Go West,61.0,1992-11-14,rock,permanent wave,0.669,0.868,0.0,-7.377,1.0,0.0527,0.033,0.0,0.0991,0.913,107.885,241760.0,Medium,1990-2000
14477,Elton John,14.0,2002-01-01,rock,permanent wave,0.729,0.846,5.0,-8.841,1.0,0.0358,0.173,2.18e-06,0.0811,0.747,131.472,274267.0,Low,2000-2010
14478,R.E.M.,67.0,1987-09-01,rock,permanent wave,0.383,0.893,7.0,-8.638,1.0,0.037,0.026,0.0,0.0251,0.803,205.544,246933.0,Medium,1980-1990
14479,The Smiths,53.0,1986,rock,permanent wave,0.514,0.87,7.0,-6.516,1.0,0.0419,0.208,4.1e-05,0.524,0.847,118.962,196627.0,Medium,1980-1990
14480,Tom Petty and the Heartbreakers,55.0,1991-01-01,rock,permanent wave,0.608,0.583,4.0,-9.727,0.0,0.0235,0.188,0.0,0.129,0.714,82.227,223333.0,Medium,1990-2000
14481,Paul McCartney,0.0,1971-05-17,rock,permanent wave,0.301,0.408,10.0,-14.286,1.0,0.0293,0.628,0.025,0.366,0.439,81.016,270133.0,,1970-1980
14482,Tom Petty,68.0,1994-10-21,rock,permanent wave,0.537,0.315,5.0,-13.79,1.0,0.0271,0.588,2.29e-05,0.206,0.575,86.813,190320.0,Medium,1990-2000
14484,Simon & Garfunkel,54.0,1968-04-03,rock,permanent wave,0.497,0.59,2.0,-11.203,0.0,0.0296,0.139,7.11e-06,0.378,0.969,142.027,137480.0,Medium,<1970
14485,Tom Petty and the Heartbreakers,21.0,2018-02-09,rock,permanent wave,0.485,0.809,8.0,-6.953,1.0,0.0507,0.124,0.0,0.961,0.55,124.946,180200.0,Low,2015-2020
14486,Elton John,56.0,1973-10-05,rock,permanent wave,0.513,0.979,0.0,-6.362,1.0,0.0425,0.0195,0.0951,0.0906,0.94,152.875,295466.0,Medium,1970-1980
14487,Elton John,59.0,1974-06-28,rock,permanent wave,0.586,0.86,1.0,-6.752,1.0,0.0584,0.0372,0.00109,0.1,0.943,132.865,224933.0,Medium,1970-1980
14488,George Harrison,40.0,2002-11-19,rock,permanent wave,0.819,0.514,5.0,-7.238,1.0,0.0441,0.831,0.0,0.0784,0.74,121.466,154933.0,Low,2000-2010
14490,George Harrison,45.0,1970-11-27,rock,permanent wave,0.24,0.877,11.0,-6.401,1.0,0.0505,0.034,0.0,0.127,0.875,180.03,168053.0,Medium,1970-1980
14491,George Harrison,53.0,1970-11-27,rock,permanent wave,0.36,0.891,9.0,-5.875,1.0,0.0341,0.00151,0.185,0.291,0.604,96.39,337760.0,Medium,1970-1980
14492,George Harrison,60.0,1973-05-30,rock,permanent wave,0.373,0.57,5.0,-11.56,1.0,0.0441,0.497,0.0124,0.128,0.631,81.28,215693.0,Medium,1970-1980
14494,The Who,41.0,1965-12-03,rock,permanent wave,0.607,0.783,9.0,-8.391,1.0,0.0505,0.0409,0.0,0.0461,0.843,138.825,125968.0,Medium,<1970
14495,The Smiths,52.0,1984,rock,permanent wave,0.383,0.888,1.0,-6.503,0.0,0.037,0.000492,0.000174,0.0479,0.393,163.23,229867.0,Medium,1980-1990
14496,The Jam,20.0,2015-06-22,rock,permanent wave,0.54,0.938,7.0,-7.251,1.0,0.0885,0.00234,0.00248,0.0586,0.72,101.91,173933.0,Low,2015-2020
14497,The Smiths,52.0,1986,rock,permanent wave,0.55,0.796,7.0,-7.007,1.0,0.0306,0.151,0.0,0.222,0.622,105.354,161040.0,Medium,1980-1990
14498,David Bowie,66.0,1971-12-17,rock,permanent wave,0.547,0.308,0.0,-11.75,1.0,0.0377,0.505,0.0,0.109,0.41,114.719,217747.0,Medium,1970-1980
14499,Real Estate,36.0,2011-10-18,rock,permanent wave,0.407,0.765,9.0,-6.104,1.0,0.0313,0.385,0.00271,0.0693,0.689,121.087,291947.0,Low,2010-2015
14500,Elton John,57.0,1972-05-19,rock,permanent wave,0.48,0.776,2.0,-5.65,1.0,0.0432,0.334,0.000217,0.133,0.95,171.135,313027.0,Medium,1970-1980
14501,Paul McCartney,55.0,1971-05-17,rock,permanent wave,0.371,0.507,7.0,-9.805,1.0,0.0325,0.58,0.0201,0.175,0.535,91.786,295147.0,Medium,1970-1980
14502,Paul McCartney,67.0,1970-04-17,rock,permanent wave,0.471,0.494,7.0,-10.407,1.0,0.0312,0.387,0.0944,0.617,0.373,79.255,229827.0,Medium,1970-1980
14503,Queen,60.0,1975-11-21,rock,permanent wave,0.524,0.571,8.0,-9.686,1.0,0.0273,0.0271,0.0,0.111,0.373,101.626,210800.0,Medium,1970-1980
14504,Van Morrison,69.0,1970-02,rock,permanent wave,0.606,0.282,9.0,-12.207,0.0,0.0339,0.501,8.3e-06,0.152,0.563,67.409,274040.0,Medium,1970-1980
14505,Traveling Wilburys,9.0,1988-10-18,rock,permanent wave,0.675,0.752,7.0,-5.949,1.0,0.0282,0.119,0.0,0.252,0.745,115.081,199587.0,Low,1980-1990
14506,George Harrison,70.0,1987-11-02,rock,permanent wave,0.767,0.854,4.0,-6.947,1.0,0.0426,0.465,2.03e-06,0.485,0.963,149.206,234653.0,Medium,1980-1990
14507,George Harrison,44.0,1987-11-02,rock,permanent wave,0.507,0.6,5.0,-9.088,1.0,0.0236,0.59,0.00408,0.291,0.387,92.416,239853.0,Medium,1980-1990
14508,The Beatles,63.0,1970-05-08,rock,permanent wave,0.299,0.329,3.0,-10.096,1.0,0.0279,0.756,0.0105,0.0559,0.392,132.282,218187.0,Medium,1970-1980
14511,Wings,58.0,1976-03-25,rock,permanent wave,0.739,0.335,0.0,-16.23,1.0,0.0346,0.184,0.244,0.131,0.818,125.11,352933.0,Medium,1970-1980
14513,John Denver,15.0,1972,rock,permanent wave,0.455,0.437,4.0,-11.411,1.0,0.0278,0.314,0.0,0.501,0.724,81.396,283640.0,Low,1970-1980
14514,Simon & Garfunkel,18.0,1972-06-14,rock,permanent wave,0.438,0.459,11.0,-14.932,1.0,0.0636,0.684,0.000365,0.162,0.593,92.514,308440.0,Low,1970-1980
14515,The Beach Boys,71.0,1966-06-16,rock,permanent wave,0.392,0.629,5.0,-7.056,1.0,0.0335,0.718,3.76e-06,0.129,0.72,124.511,153205.0,High,<1970
14516,Paul Simon,69.0,1975-10-25,rock,permanent wave,0.815,0.372,7.0,-12.814,1.0,0.0752,0.166,0.000116,0.0767,0.293,101.684,217347.0,Medium,1970-1980
14517,The Cure,57.0,1989-05-02,rock,permanent wave,0.484,0.776,9.0,-6.48,1.0,0.0312,0.00371,0.109,0.131,0.495,171.935,448467.0,Medium,1980-1990
14518,The Cure,68.0,1985-08-26,rock,permanent wave,0.724,0.523,11.0,-11.139,1.0,0.116,0.0745,0.703,0.0811,0.965,185.075,203267.0,Medium,1980-1990
14519,George Harrison,53.0,1981-06-01,rock,permanent wave,0.555,0.639,2.0,-6.832,1.0,0.033,0.137,1.98e-05,0.0733,0.518,125.77,227320.0,Medium,1980-1990
14520,Elton John,70.0,1973-01-22,rock,permanent wave,0.621,0.8,4.0,-7.284,0.0,0.0344,0.0263,1.51e-05,0.0591,0.968,149.91,235440.0,Medium,1970-1980
14521,The 1975,74.0,2018-11-30,rock,permanent wave,0.618,0.837,1.0,-5.338,1.0,0.0304,0.000254,0.000378,0.0618,0.526,121.227,248336.0,High,2015-2020
14522,Harry Styles,80.0,2017-05-12,rock,permanent wave,0.516,0.595,5.0,-4.63,1.0,0.0313,0.0275,0.0,0.109,0.222,119.972,340707.0,High,2015-2020
14523,Harry Styles,68.0,2017-05-12,rock,permanent wave,0.624,0.673,4.0,-4.017,0.0,0.0268,0.000569,1.54e-06,0.104,0.458,121.986,189613.0,Medium,2015-2020
14526,Jackson Browne,66.0,1972,rock,permanent wave,0.48,0.626,5.0,-8.406,1.0,0.0294,0.266,5.7e-05,0.0857,0.542,75.63,199907.0,Medium,1970-1980
14527,George Harrison,30.0,2002-11-19,rock,permanent wave,0.547,0.607,7.0,-6.229,1.0,0.0251,0.451,0.000189,0.199,0.429,78.138,327093.0,Low,2000-2010
14528,Fleetwood Mac,55.0,1977-02-04,rock,permanent wave,0.722,0.697,11.0,-7.03,1.0,0.0278,0.0633,0.0103,0.0675,0.942,139.348,196853.0,Medium,1970-1980
14529,Billy Joel,59.0,1977,rock,permanent wave,0.664,0.88,2.0,-5.009,0.0,0.0326,0.465,1.63e-05,0.0591,0.895,133.898,210760.0,Medium,1970-1980
14530,Elton John,65.0,1973-01-22,rock,permanent wave,0.688,0.477,0.0,-11.945,1.0,0.029,0.38,4.93e-05,0.0864,0.897,132.071,234667.0,Medium,1970-1980
14531,Oasis,50.0,1997-08-21,rock,permanent wave,0.192,0.824,7.0,-2.605,1.0,0.041,0.0854,0.00284,0.182,0.347,169.964,355867.0,Medium,1990-2000
14532,America,66.0,1975,rock,permanent wave,0.441,0.547,4.0,-12.222,1.0,0.0337,0.13,0.000143,0.109,0.716,134.753,199573.0,Medium,1970-1980
14533,The Kinks,36.0,1965-11-26,rock,permanent wave,0.589,0.889,7.0,-7.277,1.0,0.0415,0.505,2.15e-05,0.151,0.722,112.816,169093.0,Low,<1970
14534,George Harrison,59.0,1970-11-27,rock,permanent wave,0.607,0.755,7.0,-6.886,1.0,0.0317,0.219,0.00399,0.082,0.867,116.119,210720.0,Medium,1970-1980
14536,The Hives,57.0,2000,rock,permanent wave,0.451,0.929,5.0,-5.021,1.0,0.0549,0.00109,0.00785,0.442,0.378,135.767,199760.0,Medium,1990-2000
14537,The Strokes,69.0,2011-03-18,rock,permanent wave,0.357,0.775,11.0,-3.364,1.0,0.054,0.00419,0.285,0.0676,0.589,199.853,235547.0,Medium,2010-2015
14538,The Kooks,56.0,2008-01-01,rock,permanent wave,0.331,0.961,11.0,-4.627,1.0,0.0663,0.000146,0.0,0.322,0.882,168.355,161720.0,Medium,2000-2010
14540,MGMT,71.0,2007-12-14,rock,permanent wave,0.438,0.94,2.0,-3.249,1.0,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,261000.0,High,2000-2010
14541,"Albert Hammond, Jr.",33.0,2008-07-08,rock,permanent wave,0.606,0.817,0.0,-5.666,1.0,0.0331,0.0171,0.258,0.137,0.369,129.999,188960.0,Low,2000-2010
14542,The Voidz,58.0,2018-03-30,rock,permanent wave,0.6,0.746,4.0,-4.696,0.0,0.0355,0.0226,0.0119,0.109,0.614,118.551,239442.0,Medium,2015-2020
14545,Arctic Monkeys,44.0,2006-05-09,rock,permanent wave,0.348,0.896,4.0,-7.63,0.0,0.0397,0.000216,0.0173,0.168,0.572,132.577,336827.0,Medium,2000-2010
14546,Nirvana,68.0,1991-09-26,rock,permanent wave,0.678,0.656,7.0,-6.41,1.0,0.0381,0.00174,0.0,0.0631,0.485,123.207,257053.0,Medium,1990-2000
14547,Gorillaz,68.0,2001,rock,permanent wave,0.663,0.694,10.0,-8.627,0.0,0.172,0.0249,0.0,0.0698,0.524,167.964,340920.0,Medium,2000-2010
14548,Two Door Cinema Club,55.0,2012-08-31,rock,permanent wave,0.53,0.751,0.0,-5.165,1.0,0.0432,0.000103,0.00175,0.0926,0.522,148.063,236440.0,Medium,2010-2015
14549,Klaxons,64.0,2007,rock,permanent wave,0.463,0.836,2.0,-2.776,0.0,0.0381,0.000418,7.38e-06,0.25,0.713,141.955,165120.0,Medium,2000-2010
14551,The Hives,58.0,2004-01-01,rock,permanent wave,0.623,0.947,9.0,-3.934,1.0,0.103,0.00386,0.00575,0.582,0.684,146.318,211813.0,Medium,2000-2010
14553,Catfish and the Bottlemen,66.0,2014-09-15,rock,permanent wave,0.489,0.892,11.0,-4.757,0.0,0.0786,0.000369,0.00293,0.411,0.598,137.93,160886.0,Medium,2010-2015
14554,The Academic,26.0,2018-01-12,rock,permanent wave,0.53,0.85,7.0,-3.813,1.0,0.037,9.77e-05,2.48e-06,0.29,0.546,139.894,206012.0,Low,2015-2020
14555,The Academic,24.0,2018-01-12,rock,permanent wave,0.565,0.797,11.0,-4.424,1.0,0.0281,0.00132,0.00161,0.083,0.626,106.999,214764.0,Low,2015-2020
14557,Dayglow,72.0,2018-09-28,rock,permanent wave,0.641,0.842,9.0,-7.27,1.0,0.0292,0.132,0.91,0.419,0.5,129.98,278769.0,High,2015-2020
14558,Oasis,63.0,1995-10-02,rock,permanent wave,0.333,0.922,0.0,-4.087,1.0,0.0592,0.0596,2.05e-06,0.126,0.335,162.978,289559.0,Medium,1990-2000
14559,The Strokes,55.0,2001-07-30,rock,permanent wave,0.667,0.692,5.0,-8.361,1.0,0.0285,0.147,3.75e-05,0.349,0.846,96.021,151333.0,Medium,2000-2010
14560,Arctic Monkeys,76.0,2013-09-09,rock,permanent wave,0.691,0.631,2.0,-6.478,1.0,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124.0,High,2010-2015
14561,Bad Suns,45.0,2016-09-16,rock,permanent wave,0.604,0.907,11.0,-5.526,1.0,0.0699,0.0103,0.0,0.102,0.499,145.998,225347.0,Medium,2015-2020
14562,Cage The Elephant,72.0,2013-10-08,rock,permanent wave,0.635,0.675,2.0,-3.445,1.0,0.0263,0.0801,0.0,0.0831,0.273,113.946,208760.0,High,2010-2015
14563,Milky Chance,57.0,2014-06-20,rock,permanent wave,0.688,0.697,9.0,-7.955,1.0,0.0485,0.753,6.21e-05,0.109,0.46,114.03,241053.0,Medium,2010-2015
14565,Red Hot Chili Peppers,60.0,1999-06-08,rock,permanent wave,0.458,0.795,0.0,-3.265,1.0,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373.0,Medium,1990-2000
14566,The Strokes,63.0,2011-03-18,rock,permanent wave,0.695,0.814,1.0,-5.294,1.0,0.066,0.0133,0.0984,0.0601,0.882,105.011,209627.0,Medium,2010-2015
14567,Saint Motel,45.0,2014-08-16,rock,permanent wave,0.46,0.793,0.0,-6.665,1.0,0.0434,0.584,0.093,0.151,0.521,87.008,226173.0,Medium,2010-2015
14568,Green Day,76.0,2004-09-21,rock,permanent wave,0.546,0.814,7.0,-5.146,1.0,0.0314,0.023,0.0,0.0972,0.146,104.98,285653.0,High,2000-2010
14569,Weezer,17.0,1994-05-10,rock,permanent wave,0.635,0.435,3.0,-7.521,1.0,0.031,0.00328,6.78e-06,0.071,0.459,76.098,256880.0,Low,1990-2000
14571,Nirvana,74.0,1991-09-26,rock,permanent wave,0.502,0.912,1.0,-4.556,1.0,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920.0,High,1990-2000
14572,Saint Motel,60.0,2016-10-21,rock,permanent wave,0.492,0.504,10.0,-6.322,1.0,0.0473,0.238,0.0,0.153,0.262,152.855,203333.0,Medium,2015-2020
14575,Mac DeMarco,73.0,2014-04-01,rock,permanent wave,0.537,0.558,11.0,-8.678,1.0,0.0929,0.263,0.91,0.102,0.505,131.037,231724.0,High,2010-2015
14581,The Strokes,64.0,2001-07-30,rock,permanent wave,0.538,0.52,9.0,-7.46,1.0,0.0299,0.00425,0.0,0.367,0.678,106.031,183440.0,Medium,2000-2010
14582,Atlas Genius,60.0,2013-02-18,rock,permanent wave,0.721,0.822,7.0,-4.843,1.0,0.0391,0.0113,7.01e-05,0.0898,0.536,140.002,217387.0,Medium,2010-2015
14583,NIHILS,51.0,2015-04-10,rock,permanent wave,0.693,0.876,7.0,-4.646,1.0,0.226,0.0562,0.0,0.109,0.598,120.071,198488.0,Medium,2015-2020
14584,The Strokes,65.0,2001-07-30,rock,permanent wave,0.624,0.899,0.0,-5.71,1.0,0.0295,0.0223,0.000155,0.0975,0.797,104.055,193373.0,Medium,2000-2010
14585,Mac Miller,72.0,2020-01-17,rock,permanent wave,0.779,0.362,0.0,-10.847,1.0,0.0474,0.135,0.206,0.111,0.46,85.011,286387.0,High,>2020
14586,The Amazons,7.0,2020-01-17,rock,permanent wave,0.326,0.918,0.0,-4.207,0.0,0.0677,0.000102,0.00397,0.0719,0.546,155.046,230625.0,Low,>2020
14588,VANT,26.0,2020-01-10,rock,permanent wave,0.536,0.98,11.0,-5.761,0.0,0.0485,4.23e-05,0.304,0.294,0.483,145.008,233177.0,Low,>2020
14589,FMLYBND,32.0,2020-01-01,rock,permanent wave,0.626,0.621,2.0,-8.665,1.0,0.0443,0.0263,2.64e-05,0.204,0.708,150.089,197354.0,Low,2015-2020
14590,KALEO,63.0,2020-01-15,rock,permanent wave,0.529,0.748,10.0,-3.922,0.0,0.0361,0.109,0.00123,0.156,0.408,74.02,265558.0,Medium,>2020
14591,Bombay Bicycle Club,45.0,2019-12-19,rock,permanent wave,0.648,0.701,4.0,-7.775,1.0,0.0254,0.0287,0.00582,0.161,0.66,114.002,249760.0,Medium,2015-2020
14593,Circa Waves,55.0,2020-01-08,rock,permanent wave,0.7,0.701,9.0,-5.223,1.0,0.0342,0.185,0.0,0.0996,0.681,136.008,181492.0,Medium,>2020
14594,The Luka State,16.0,2020-01-17,rock,permanent wave,0.369,0.967,10.0,-8.032,0.0,0.0974,3.95e-05,0.0,0.664,0.218,163.053,193842.0,Low,>2020
14596,Courteeners,15.0,2019-12-20,rock,permanent wave,0.541,0.873,11.0,-5.908,1.0,0.0294,0.0102,2.17e-06,0.331,0.739,138.096,212533.0,Low,2015-2020
14597,The Lizards,15.0,2019-12-20,rock,permanent wave,0.444,0.813,7.0,-4.993,1.0,0.0421,1.55e-05,8.77e-05,0.68,0.538,110.039,198538.0,Low,2015-2020
14599,Sleep Patterns,11.0,2019-11-30,rock,permanent wave,0.41,0.917,4.0,-7.973,0.0,0.085,0.0227,7.55e-06,0.125,0.25,82.005,231220.0,Low,2015-2020
14600,Stefano Casavecchia,12.0,2019-07-21,rock,permanent wave,0.516,0.938,9.0,-6.113,0.0,0.0389,0.000162,0.856,0.281,0.721,119.933,270000.0,Low,2015-2020
14602,Daughtry,60.0,2019-12-18,rock,permanent wave,0.51,0.774,1.0,-5.485,0.0,0.0387,0.0324,0.0,0.053,0.334,100.286,262907.0,Medium,2015-2020
14603,The Blue Stones,56.0,2019-12-13,rock,permanent wave,0.469,0.919,11.0,-5.637,0.0,0.172,0.000606,0.00514,0.367,0.336,167.871,302944.0,Medium,2015-2020
14604,Shanghai Treason,6.0,2019-11-22,rock,permanent wave,0.541,0.93,7.0,-4.739,1.0,0.0541,0.00105,0.00128,0.281,0.616,111.102,184090.0,Low,2015-2020
14605,Hoofa,7.0,2019-11-27,rock,permanent wave,0.416,0.801,0.0,-4.453,1.0,0.0487,0.352,0.0,0.153,0.702,167.942,176951.0,Low,2015-2020
14606,The Federal Empire,44.0,2019-12-06,rock,permanent wave,0.485,0.795,1.0,-7.532,0.0,0.0414,0.0113,4.22e-05,0.406,0.456,82.977,206000.0,Medium,2015-2020
14607,Public Theatre,29.0,2019-12-20,rock,permanent wave,0.547,0.949,11.0,-3.834,0.0,0.05,0.00266,0.569,0.115,0.462,94.989,193538.0,Low,2015-2020
14608,Jon Magnusson,13.0,2017-04-14,rock,permanent wave,0.459,0.751,1.0,-7.503,0.0,0.118,0.603,0.0,0.291,0.487,172.112,217550.0,Low,2015-2020
14609,The Voidz,60.0,2019-12-13,rock,permanent wave,0.533,0.794,1.0,-4.687,0.0,0.0371,0.154,0.888,0.106,0.623,120.209,296939.0,Medium,2015-2020
14610,ÄTNA,53.0,2019-12-06,rock,permanent wave,0.242,0.774,5.0,-5.156,1.0,0.0421,5.62e-05,5.76e-05,0.0821,0.197,186.045,170400.0,Medium,2015-2020
14611,The Band Royale,30.0,2020-01-01,rock,permanent wave,0.302,0.979,8.0,-5.279,1.0,0.127,0.000223,0.326,0.104,0.194,159.968,246844.0,Low,2015-2020
14612,John Clark,7.0,2019-12-13,rock,permanent wave,0.301,0.652,2.0,-9.927,0.0,0.0374,0.00499,0.822,0.295,0.0923,99.955,263173.0,Low,2015-2020
14613,HUDSUN,30.0,2019-11-01,rock,permanent wave,0.6,0.384,7.0,-6.344,0.0,0.036,0.00352,8.12e-05,0.0861,0.362,137.955,212600.0,Low,2015-2020
14614,Des Rocs,39.0,2019-11-22,rock,permanent wave,0.586,0.841,9.0,-4.095,1.0,0.0735,0.0148,0.0,0.522,0.55,102.115,165566.0,Low,2015-2020
14615,Miss Kill,15.0,2019-12-20,rock,permanent wave,0.182,0.94,0.0,-5.188,1.0,0.0778,0.000294,0.0612,0.576,0.401,146.865,202735.0,Low,2015-2020
14616,Evan Petruzzi,26.0,2018-12-18,rock,permanent wave,0.742,0.546,10.0,-5.229,1.0,0.0435,0.0363,3.77e-05,0.113,0.692,126.969,273800.0,Low,2015-2020
14617,Naipia,16.0,2019-11-29,rock,permanent wave,0.563,0.517,1.0,-8.041,0.0,0.0509,0.00795,0.0,0.113,0.475,131.857,219683.0,Low,2015-2020
14618,Novustory,24.0,2019-10-11,rock,permanent wave,0.24,0.835,0.0,-6.861,1.0,0.142,0.0487,0.0,0.045,0.367,153.304,199416.0,Low,2015-2020
14619,Madsen,38.0,2019-12-06,rock,permanent wave,0.399,0.887,7.0,-4.313,1.0,0.061,0.000305,0.000745,0.0782,0.409,165.877,200725.0,Low,2015-2020
14620,High Tropics,32.0,2019-11-15,rock,permanent wave,0.56,0.828,8.0,-6.032,1.0,0.0271,0.000823,0.00146,0.249,0.584,95.011,231317.0,Low,2015-2020
14621,The Man Who,39.0,2019-11-22,rock,permanent wave,0.383,0.855,7.0,-4.559,0.0,0.0439,8.68e-05,0.00115,0.152,0.362,173.782,216084.0,Low,2015-2020
14622,Crystal Tides,18.0,2019-11-22,rock,permanent wave,0.546,0.665,8.0,-6.177,1.0,0.039,0.236,0.0,0.028,0.666,132.976,190000.0,Low,2015-2020
14623,Yammerer,19.0,2019-11-22,rock,permanent wave,0.486,0.963,7.0,-2.418,0.0,0.0784,0.00126,0.0,0.164,0.591,102.248,236720.0,Low,2015-2020
14624,Secondhand Habit,9.0,2019-10-11,rock,permanent wave,0.534,0.896,6.0,-4.96,1.0,0.0368,0.000352,1.45e-06,0.0758,0.64,144.932,199862.0,Low,2015-2020
14625,NoMBe,53.0,2019-12-04,rock,permanent wave,0.699,0.538,2.0,-7.974,1.0,0.0365,0.00682,0.00376,0.199,0.466,135.058,207133.0,Medium,2015-2020
14627,Lucas Coe,8.0,2019-07-07,rock,permanent wave,0.506,0.467,4.0,-10.847,1.0,0.0284,0.00829,0.00714,0.111,0.372,112.036,213420.0,Low,2015-2020
14628,TRASH HEADS,4.0,2019-11-15,rock,permanent wave,0.465,0.947,8.0,-3.731,1.0,0.0462,0.000291,1.25e-05,0.0963,0.69,156.016,169656.0,Low,2015-2020
14629,YUNGBLUD,71.0,2019-10-09,rock,permanent wave,0.471,0.786,1.0,-5.24,1.0,0.192,0.00888,1.89e-06,0.187,0.61,160.01,205320.0,High,2015-2020
14630,KOYO,17.0,2019-11-29,rock,permanent wave,0.489,0.926,6.0,-5.361,0.0,0.126,0.0114,0.0255,0.317,0.29,127.036,227627.0,Low,2015-2020
14631,Green Day,62.0,2019-10-09,rock,permanent wave,0.448,0.925,11.0,-3.839,1.0,0.045,3.22e-05,0.0,0.392,0.917,156.053,112940.0,Medium,2015-2020
